user_id,Facultad,Carrera
2eb934a6-d151-4888-8ec2-6af989c77224,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA DE CIBERSEGURIDAD
ee670f70-aa75-449b-90fe-2b110d64f987,INGENIERÍA CIVIL,INGENIERÍA CIVIL
91af00a3-23b0-44c5-9e7d-9c9d5c67289d,INGENIERÍA CIVIL,INGENIERÍA CIVIL
d320eeb0-4ead-408b-9f54-34cf48731e84,"ARQUITECTURA, URBANISMO Y ARTES",ARQUITECTURA
441d4e92-6107-4b8f-b5df-194eef743063,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS
84e2c02e-a978-4a5c-8568-31eacd125c31,INGENIERÍA AMBIENTAL,INGENIERÍA SANITARIA
49d69869-5f2c-4bf2-9879-3769adfab348,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS
2b7ce394-ee37-4f42-ad66-e5f5c0e28055,"ARQUITECTURA, URBANISMO Y ARTES",ARQUITECTURA
8cf36e28-a738-445f-b8dc-fbd5c187cd29,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA DE MINAS
6a72353d-e5f9-417a-85b6-6d13e10073cd,INGENIERÍA AMBIENTAL,INGENIERÍA AMBIENTAL
43b0ee5a-802e-496c-8dbd-f23bf8478932,INGENIERÍA CIVIL,INGENIERÍA CIVIL
80b8008f-66db-4a1a-b84c-f20b1505c89f,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA DE TELECOMUNICACIONES
ecdcbf01-f7a1-4726-a4eb-cf242192723a,CIENCIAS,INGENIERÍA FÍSICA
f0c17788-8c9e-4acc-a43b-c1d5e9996f1d,CIENCIAS,CIENCIA DE LA COMPUTACIÓN
2f0ea507-8f2f-4355-aa17-56782a48a25d,CIENCIAS,FÍSICA
8ea0fdc2-6880-4163-a655-579e5ba8786a,INGENIERÍA CIVIL,INGENIERÍA CIVIL
984ebd85-763a-4902-a3a8-ea37eaadfda3,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA GEOLÓGICA
884f5824-51c1-4c1c-a3fb-989f21490056,CIENCIAS,FÍSICA
914568a2-5612-4e82-8c14-fdf884cabf1b,INGENIERÍA MECÁNICA,INGENIERÍA MECÁNICA
fdbf1c15-bcf9-4e02-af81-a122429f0102,INGENIERÍA AMBIENTAL,INGENIERÍA AMBIENTAL
e7a34789-8417-473a-9da9-dd5503227253,INGENIERÍA QUÍMICA Y TEXTIL,INGENIERÍA QUÍMICA
881ae37b-4280-4e40-a30d-caeb89703a75,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA ELECTRÓNICA
3fc06e80-9951-4040-bf21-3baa5e70f555,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA DE TELECOMUNICACIONES
b730a449-1665-4ce3-b408-96de72f11f1e,INGENIERÍA QUÍMICA Y TEXTIL,INGENIERÍA QUÍMICA
6b107487-3701-4068-8f28-555985cbee91,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SOFTWARE
923288ac-69ed-42e4-8e79-12c6073190e2,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SOFTWARE
5056ac10-9d5a-4edc-9f87-c90a023877bd,CIENCIAS,CIENCIA DE LA COMPUTACIÓN
3aa7a6a1-e621-4461-9c5f-4433c9117099,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA ELECTRÓNICA
e1ea82db-d0f4-4419-a78b-571620c885b8,INGENIERÍA QUÍMICA Y TEXTIL,INGENIERÍA QUÍMICA
f50b00c1-ca6d-48f6-b080-afbe2d554724,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA DE TELECOMUNICACIONES
8387edc3-392e-43e3-995f-8ce054611a32,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA ELÉCTRICA
abad5f41-e2a1-4df9-9698-be1b0c922058,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA ELÉCTRICA
d208e002-028f-4bcf-8587-c325cd000a23,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA ELECTRÓNICA
aae58a31-49a1-4806-a0e8-008c089242d9,"ARQUITECTURA, URBANISMO Y ARTES",ARQUITECTURA
0e5be980-a9c1-4863-8353-5dcc4514be63,CIENCIAS,CIENCIA DE LA COMPUTACIÓN
4dadc332-8aa9-4577-b2f0-791674357d6c,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA DE TELECOMUNICACIONES
5e693c36-c844-4319-af41-54054e51e400,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL
a903a941-03d2-4284-9df6-974e6a868fc9,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA ELECTRÓNICA
bda2bf4f-2f94-43ff-820d-36397dcf3fdd,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA GEOLÓGICA
00ad204a-f09b-4bb4-a204-0136a08da11e,"ARQUITECTURA, URBANISMO Y ARTES",ARQUITECTURA
4cae5c1b-f775-4546-9830-9526c2b14a81,INGENIERÍA MECÁNICA,INGENIERÍA MECÁNICA Y ELÉCTRICA
433cc009-51e1-4c0d-96f7-7a9f105b9cec,CIENCIAS,FÍSICA
5de67b80-9ed0-4bf3-b5d6-3c68948ccf4b,INGENIERÍA MECÁNICA,INGENIERÍA NAVAL
2abfcce6-3343-4707-9732-2fa8612054a7,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA DE TELECOMUNICACIONES
a510fdc3-be71-4677-9b01-790fa9cfa2f9,"INGENIERÍA ECONÓMICA, ESTADÍSTICA Y CIENCIAS SOCIALES",INGENIERÍA ECONÓMICA
513cfce5-3426-422a-9328-e9979610610e,"INGENIERÍA ECONÓMICA, ESTADÍSTICA Y CIENCIAS SOCIALES",INGENIERÍA ESTADÍSTICA
b8d707d0-7db9-44de-ac89-c4fa69e0531d,INGENIERÍA AMBIENTAL,INGENIERÍA DE HIGIENE Y SEGURIDAD INDUSTRIAL
005e2f47-d2d1-4c8a-bbcb-bcc6af774573,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL
7a48a0b8-967c-4b3b-9ada-ee9e775934e1,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA DE MINAS
8622d57b-efed-4ddc-af26-9b1195bdb37b,INGENIERÍA QUÍMICA Y TEXTIL,INGENIERÍA QUÍMICA
4661e58f-c94d-4d94-ba91-02440eeea526,INGENIERÍA CIVIL,INGENIERÍA CIVIL
4f1c1614-5faa-419e-9fdd-c4064e40ca01,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA METALÚRGICA
af999f9d-5e36-43a4-bc86-304ec3934896,INGENIERÍA CIVIL,INGENIERÍA CIVIL
3866f591-ea2d-4ec2-9c7e-7f972a68c6f4,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA ELECTRÓNICA
58273980-562f-4379-b759-a80f67a980e4,INGENIERÍA CIVIL,INGENIERÍA CIVIL
5d2a4a19-6680-453c-946d-5c602a06e861,INGENIERÍA AMBIENTAL,INGENIERÍA AMBIENTAL
09f6f1d7-aeac-485d-9867-e883980ea8cc,"ARQUITECTURA, URBANISMO Y ARTES",ARQUITECTURA
72b4f10e-39fa-4ffc-923d-d0811d1ba2ec,INGENIERÍA AMBIENTAL,INGENIERÍA AMBIENTAL
8e954273-0728-4d0e-9e92-c0c92a8d87e3,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA ELÉCTRICA
ad89c01a-7329-436b-b985-d4b92d3639e8,INGENIERÍA CIVIL,INGENIERÍA CIVIL
c4534ee4-8a6b-4102-8c6b-06d8f5a0e598,INGENIERÍA AMBIENTAL,INGENIERÍA SANITARIA
6bcd70b2-104c-497a-b5dd-88d38a69f2ec,INGENIERÍA CIVIL,INGENIERÍA CIVIL
5c20b8a1-d466-4e07-9f14-2ba4bdc30f77,INGENIERÍA MECÁNICA,INGENIERÍA MECÁNICA Y ELÉCTRICA
17942bee-1ad8-4ee6-9599-17dadf21a42a,INGENIERÍA CIVIL,INGENIERÍA CIVIL
51d5f039-74f2-4feb-bdec-b486d06ad242,INGENIERÍA CIVIL,INGENIERÍA CIVIL
7af1b07b-ae89-4cfd-8e96-434233a9e4cf,INGENIERÍA MECÁNICA,INGENIERÍA NAVAL
20f4321b-bdde-4e85-99ef-cc3da35fc439,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA DE TELECOMUNICACIONES
acee55b7-124b-4e68-b5fb-e1f65d66c99a,INGENIERÍA MECÁNICA,INGENIERÍA NAVAL
0a06bd1a-e77c-48fa-a4ec-467ccf73739d,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA GEOLÓGICA
233a346e-e457-42e1-bd6d-3641d8e7bee7,INGENIERÍA AMBIENTAL,INGENIERÍA SANITARIA
e66818cf-068e-4611-a540-90b7ce67054a,INGENIERÍA AMBIENTAL,INGENIERÍA DE HIGIENE Y SEGURIDAD INDUSTRIAL
18412007-3c67-4cb8-b006-bbc209f2d732,INGENIERÍA AMBIENTAL,INGENIERÍA AMBIENTAL
4ff1b305-2e5f-48a9-9a0c-db08024c5a11,CIENCIAS,CIENCIA DE LA COMPUTACIÓN
e9045fd8-57f9-4cc1-bd7f-8a966f7e60a3,INGENIERÍA QUÍMICA Y TEXTIL,INGENIERÍA QUÍMICA
21a2e27b-7559-401f-8ff8-c214cf90f6b1,INGENIERÍA AMBIENTAL,INGENIERÍA SANITARIA
83926b1a-c213-482b-8ed5-e5fa92823147,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA GEOLÓGICA
c9ca2c28-508e-422c-998a-aa9519683f3f,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL
9af1dd2c-4f49-4834-93df-8eae06d034fd,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS
e2e16384-a0d7-49c5-8ac2-82d4fe27cbd9,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA GEOLÓGICA
85cabe0e-9965-4ee9-8e13-bd92f100d459,"ARQUITECTURA, URBANISMO Y ARTES",ARQUITECTURA
9f80b964-aa2b-4dc0-9c43-43ba80b4eab4,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA DE MINAS
21da429b-390a-48eb-9c5b-74dd6550bc05,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL
5703c47f-be45-4c37-a10c-01648511cc33,INGENIERÍA QUÍMICA Y TEXTIL,INGENIERÍA QUÍMICA
0c9d083a-68e1-4e30-91fa-40183cd7950b,CIENCIAS,FÍSICA
30b1c87a-7ecb-4928-ae2d-f2325da4a5b9,INGENIERÍA QUÍMICA Y TEXTIL,INGENIERÍA QUÍMICA
1e88fff4-b8e3-4984-8b85-a24dedb62a71,"ARQUITECTURA, URBANISMO Y ARTES",ARQUITECTURA
d73ca1b1-50de-4dc9-a66c-0042359173fe,"INGENIERÍA ECONÓMICA, ESTADÍSTICA Y CIENCIAS SOCIALES",INGENIERÍA ECONÓMICA
1f64c0fb-51c9-42f4-87db-2e3d70bc49a9,CIENCIAS,INGENIERÍA FÍSICA
da0919f2-d910-479b-a407-4d74c019a450,"INGENIERÍA DE PETRÓLEO, GAS NATURAL Y PETROQUÍMICA",INGENIERÍA DE PETRÓLEO Y GAS NATURAL
903d37d1-034d-4176-a9d7-5fc2f044a375,INGENIERÍA CIVIL,INGENIERÍA CIVIL
79d5af4f-a227-4672-b174-760ba301278b,"ARQUITECTURA, URBANISMO Y ARTES",ARQUITECTURA
8b2604b6-700d-4eb2-9568-ea8b04af47ba,INGENIERÍA MECÁNICA,INGENIERÍA MECÁNICA
e31b810d-3db2-4d9e-8037-d6552bdf9a32,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS
c26defbe-afed-4cf1-ab6e-3f248741d8e9,"INGENIERÍA ECONÓMICA, ESTADÍSTICA Y CIENCIAS SOCIALES",INGENIERÍA ECONÓMICA
b039ae6a-665d-4195-b5c0-2ecadb423086,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA ELECTRÓNICA
fd52f3e3-25ea-4b0f-90d8-9bdb3f8de65d,INGENIERÍA CIVIL,INGENIERÍA CIVIL
d586e209-7bb8-4743-9b79-e441421375ae,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA DE TELECOMUNICACIONES
7b7762eb-3229-44fd-b0e4-2cd29beed958,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA DE MINAS
cf1aff31-c9a7-4043-82b3-b1e9dcc57365,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS
77ff66dd-f944-40d6-85f1-9ba99c457c9d,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA DE CIBERSEGURIDAD
1db22ffc-9f5b-4953-b00d-b1e839defda7,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA ELECTRÓNICA
fd0c83c5-3d6c-4ac9-a7c6-f365a08b199c,INGENIERÍA CIVIL,INGENIERÍA CIVIL
3e7242ef-b510-4bee-8d72-0543ffe9f978,INGENIERÍA CIVIL,INGENIERÍA CIVIL
ec30b81a-7e7a-4fe1-90cd-1cd01cba048c,INGENIERÍA AMBIENTAL,INGENIERÍA AMBIENTAL
01c0e27f-2a3a-4e81-8545-3f8c86cc0af0,INGENIERÍA MECÁNICA,INGENIERÍA MECÁNICA
458d1d44-2a6e-4a41-85b1-a30fa2dec95d,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA ELECTRÓNICA
554cdf2b-18cb-482e-810c-0ad0635491c8,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA GEOLÓGICA
1461dd5a-b8c3-4ace-810e-5d591f39bbe2,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA ELÉCTRICA
c5401325-306d-4aa7-bf1d-044ee9548b21,INGENIERÍA CIVIL,INGENIERÍA CIVIL
82213557-ecfe-4ce1-a646-5fc66cefea0c,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA DE MINAS
8572e66b-2516-44e5-aa49-10c93a440700,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA METALÚRGICA
dce94f1e-5de6-44ac-94b9-c1b577bb0585,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA ELECTRÓNICA
9fc21ff0-a00d-4208-b89e-f70fed87543a,INGENIERÍA AMBIENTAL,INGENIERÍA SANITARIA
7de60a28-a39d-439e-a280-ac2ec43760e0,INGENIERÍA CIVIL,INGENIERÍA CIVIL
fd36486c-caa6-4d65-8538-016dd7a70b7f,INGENIERÍA AMBIENTAL,INGENIERÍA DE HIGIENE Y SEGURIDAD INDUSTRIAL
813481f4-a26c-420d-a5b9-f1b8d8bb8181,INGENIERÍA AMBIENTAL,INGENIERÍA SANITARIA
4b17f7bf-7ec3-4648-96c1-470a1ad5e04c,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA DE TELECOMUNICACIONES
c82aa8a4-01de-45f1-9675-624a919dc88c,INGENIERÍA QUÍMICA Y TEXTIL,INGENIERÍA QUÍMICA
208c5915-3bdb-42cb-b6b2-ff30fb7e5f2b,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA METALÚRGICA
d25e021d-5257-4e01-a13f-f86c827af977,"INGENIERÍA ECONÓMICA, ESTADÍSTICA Y CIENCIAS SOCIALES",INGENIERÍA ESTADÍSTICA
0ba66ce8-c00c-4c2f-ae69-95684eaf7689,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS
85cbdfdc-2d04-4c7b-843f-ebc282dfb1ab,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS
163749d8-b857-4458-9dd3-6fa50a3d0cd8,"INGENIERÍA DE PETRÓLEO, GAS NATURAL Y PETROQUÍMICA",INGENIERÍA PETROQUÍMICA
d190286b-2eee-4a77-b40d-99f63b7b91d2,INGENIERÍA QUÍMICA Y TEXTIL,INGENIERÍA QUÍMICA
5da5cff3-e632-4275-97eb-4e3e9d1399c7,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA METALÚRGICA
9efa2fe8-4850-4f69-8626-5248fa633e27,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA METALÚRGICA
44e5c910-9d06-465b-bae1-f3e8b1c0a158,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA METALÚRGICA
4f830bbc-2f2d-48e1-ac7c-d1438b117056,"ARQUITECTURA, URBANISMO Y ARTES",ARQUITECTURA
b8bafbf0-527f-4001-817f-79fbbee9f2fa,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA DE MINAS
6595850d-36af-4d29-8778-5b00e7053058,INGENIERÍA MECÁNICA,INGENIERÍA MECÁNICA Y ELÉCTRICA
e0029e38-9e49-4be8-9a53-0ac126e5929f,CIENCIAS,CIENCIA DE LA COMPUTACIÓN
7b6f6df1-6661-41b0-a03d-55bdd22740c1,"ARQUITECTURA, URBANISMO Y ARTES",ARQUITECTURA
cdc6c706-3ab6-4f78-8e19-7ccf4ec917bc,INGENIERÍA MECÁNICA,INGENIERÍA MECATRÓNICA
bc6e2f21-9594-42da-94d0-4b9515ddfc65,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA METALÚRGICA
330d7390-c157-4e40-9f8d-4ddbc6366011,INGENIERÍA AMBIENTAL,INGENIERÍA DE HIGIENE Y SEGURIDAD INDUSTRIAL
cb0b0560-9ab8-4b11-bd05-6bd6d174e8b2,"INGENIERÍA ECONÓMICA, ESTADÍSTICA Y CIENCIAS SOCIALES",INGENIERÍA ESTADÍSTICA
010b906e-a724-4bb1-ac6c-8148b796b30b,INGENIERÍA CIVIL,INGENIERÍA CIVIL
ed5dfdff-5217-472f-815d-58ea76fb56d3,"ARQUITECTURA, URBANISMO Y ARTES",ARQUITECTURA
4b6becd0-e799-4126-9efa-f711e0ed39ad,"INGENIERÍA ECONÓMICA, ESTADÍSTICA Y CIENCIAS SOCIALES",INGENIERÍA ECONÓMICA
1b0a2716-4a97-485b-ad6a-5ddb908b8624,INGENIERÍA MECÁNICA,INGENIERÍA MECÁNICA Y ELÉCTRICA
1e06eb7f-b164-4159-9b56-3a8a6c18a652,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA DE TELECOMUNICACIONES
03eec4e8-4dff-4510-a3e9-3e27b366f87a,INGENIERÍA MECÁNICA,INGENIERÍA MECATRÓNICA
a067cc7c-0db9-46e4-ad93-aeb1ab60b14d,CIENCIAS,FÍSICA
08654a43-6c07-410b-8e93-96ae5f08ea06,INGENIERÍA MECÁNICA,INGENIERÍA MECÁNICA Y ELÉCTRICA
4b4d56b6-4305-4e49-b57a-5d830b568ded,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA DE MINAS
b1102768-93cd-489e-b5c8-6fe78eb9a550,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA DE MINAS
00f7a92b-cb99-425a-b7d3-cbb433367b8c,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS
884c5535-04c7-489b-b6e7-79c21fe50350,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS
ade9e6bc-1de3-434e-ace1-6d81e1766bbf,INGENIERÍA CIVIL,INGENIERÍA CIVIL
15b8e328-bb97-4214-9c93-24410ea3161e,INGENIERÍA MECÁNICA,INGENIERÍA MECATRÓNICA
c73361fb-a82d-4ea9-9f2f-da5bd87d4a2a,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SOFTWARE
2382fc4f-3a83-4e4c-82b6-546515b94ed6,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS
02c04c98-8011-4a08-9591-b8641447b387,"INGENIERÍA GEOLÓGICA, MINERA Y METALÚRGICA",INGENIERÍA DE MINAS
68b733c7-91d9-4970-af7b-d0c22f5d612a,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS
9bffd7fd-a613-4961-b828-7750fb0134fd,INGENIERÍA AMBIENTAL,INGENIERÍA AMBIENTAL
601bed0f-d5cc-430f-8ea0-8bc0f74f968e,"INGENIERÍA DE PETRÓLEO, GAS NATURAL Y PETROQUÍMICA",INGENIERÍA PETROQUÍMICA
c0250b16-08f1-41dc-9b13-3b2bac9bb369,"INGENIERÍA DE PETRÓLEO, GAS NATURAL Y PETROQUÍMICA",INGENIERÍA PETROQUÍMICA
1225ca33-ad7e-4d43-a333-d2ca7daa8100,INGENIERÍA ELÉCTRICA Y ELECTRÓNICA,INGENIERÍA ELECTRÓNICA
